,index,removed_stopword,removed_punctuation,Updated,w2v kmeans,w2v pca kmeans,w2v tfidf kmeans,w2v tfidf pca kmeans,w2v Hierarchical,w2v pca Hierarchical,w2v tfidf Hierarchical,Hw2v_tfidf_pca_euclidean_labels
454,454,"safety culture index making efforts establish advanced safety culture workplaces. 2019, 130,000 employees 36 sites south korea (including dispatched suppliers) manufacturing sites worldwide participated safety cul- ture level evaluation. safety culture evaluation assesses items managements commitment, roles responsibilities, risk management, communication participation, environmen- tal safety capabilities, compliance, cause analysis corrective measures, monitoring performance management. 2019, level safety awareness worksites improved slightly com- pared 2018, means employees voluntary participa- tion safety activities gradually increasing.",safety culture index making efforts establish advanced safety culture workplaces 2019 130000 employees 36 sites south korea including dispatched suppliers manufacturing sites worldwide participated safety cul ture level evaluation safety culture evaluation assesses items managements commitment roles responsibilities risk management communication participation environmen tal safety capabilities compliance cause analysis corrective measures monitoring performance management 2019 level safety awareness worksites improved slightly com pared 2018 means employees voluntary participa tion safety activities gradually increasing, safeti cultur index make effort establish advanc safeti cultur workplac 2019 130000 employe 36 site south korea includ dispatch supplier manufactur site worldwid particip safeti cul ture level evalu safeti cultur evalu assess item manag commit role respons risk manag commun particip environmen tal safeti capabl complianc caus analysi correct measur monitor perform manag 2019 level safeti awar worksit improv slightli com pare 2018 mean employe voluntari participa tion safeti activ gradual increas ,1,4,1,5,4,7,2,5
339,339,"[goal 9] build resilient infrastructure, promote inclusive sustainable industrialization, foster innovation 9.2. promote inclusive sustainable industrialization and, 2030, significantly raise industry's share employment gross domestic product, line national circumstances, double share least developed countries 9.c. significantly increase access information communications technology strive provide universal affordable access internet least developed countries 2020",goal 9 build resilient infrastructure promote inclusive sustainable industrialization foster innovation 92 promote inclusive sustainable industrialization and 2030 significantly raise industrys share employment gross domestic product line national circumstances double share least developed countries 9c significantly increase access information communications technology strive provide universal affordable access internet least developed countries 2020, goal 9 build resili infrastructur promot inclus sustain industri foster innov 92 promot inclus sustain industri and 2030 significantli rais industri share employ gross domest product line nation circumst doubl share least develop countri 9c significantli increas access inform commun technolog strive provid univers afford access internet least develop countri 2020 ,1,4,4,9,0,7,5,0
420,420,"constantly improve companys systems, promote region-spe- cific programs, develop products services based principles. furthermore, continuously seek opinions diver- sity inclusion stakeholders, including consumers, shareholders, investors.",constantly improve companys systems promote regionspe cific programs develop products services based principles furthermore continuously seek opinions diver sity inclusion stakeholders including consumers shareholders investors, constantli improv compani system promot regionsp cific program develop product servic base principl furthermor continu seek opinion diver siti inclus stakehold includ consum sharehold investor ,3,4,9,9,0,5,5,0
425,425,"employees provided potential oppor- tunities move different positions within company job posting program, available based upon needs. program fol- lows systematic in-house process, including posting jobs, receiving applications, screening papers, interviewing applicants. past three years, total 1,548 employees able move desired positions job posting program.",employees provided potential oppor tunities move different positions within company job posting program available based upon needs program fol lows systematic inhouse process including posting jobs receiving applications screening papers interviewing applicants past three years total 1548 employees able move desired positions job posting program, employe provid potenti oppor tuniti move differ posit within compani job post program avail base upon need program fol low systemat inhous process includ post job receiv applic screen paper interview applic past three year total 1548 employe abl move desir posit job post program ,1,4,9,0,0,7,5,3
511,511,"help suppliers abide robust supplier code con- duct related guidelines, manage work environ- ment risks related human rights, ehs ethics compliance local regulations global standards various chan- nels. established three-stage process self-assess- ment, on-site audit third-party audit assess risks work environment suppliers request suppliers protect labor human rights employees. compre- hensive review results third-party audit, compliancy rate work environment policies suppliers progress, award shown exemplary case innovation. activities managed organization dedicated work environment management g-srm. suppliers business us obliged apply working environ- ment policies level sub-suppliers.",help suppliers abide robust supplier code con duct related guidelines manage work environ ment risks related human rights ehs ethics compliance local regulations global standards various chan nels established threestage process selfassess ment onsite audit thirdparty audit assess risks work environment suppliers request suppliers protect labor human rights employees compre hensive review results thirdparty audit compliancy rate work environment policies suppliers progress award shown exemplary case innovation activities managed organization dedicated work environment management gsrm suppliers business us obliged apply working environ ment policies level subsuppliers, help supplier abid robust supplier code con duct relat guidelin manag work environ ment risk relat human right eh ethic complianc local regul global standard variou chan nel establish threestag process selfassess ment onsit audit thirdparti audit assess risk work environ supplier request supplier protect labor human right employe compr hensiv review result thirdparti audit complianc rate work environ polici supplier progress award shown exemplari case innov activ manag organ dedic work environ manag gsrm supplier busi us oblig appli work environ ment polici level subsuppli ,1,4,3,2,4,7,7,8
332,332,service champion award (may) presented by: wiwo (wirtschaftswoche: major weekly business magazine published germany) award: two-times winner 2018 2019,service champion award may presented by wiwo wirtschaftswoche major weekly business magazine published germany award twotimes winner 2018 2019, servic champion award may present by wiwo wirtschaftswoch major weekli busi magazin publish germani award twotim winner 2018 2019 ,1,4,1,5,0,7,2,5
412,412,apply principles social ethical responsibility ai ai adequately protected security measures prevent data breach cyberattacks. work benefit society promote corporate citizenship ai system.,apply principles social ethical responsibility ai ai adequately protected security measures prevent data breach cyberattacks work benefit society promote corporate citizenship ai system, appli principl social ethic respons ai ai adequ protect secur measur prevent data breach cyberattack work benefit societi promot corpor citizenship ai system ,1,4,3,2,4,7,3,8
453,453,"workplace safety management part commitment achieving world-class safety cul- ture, operating company-wide safety management index, evaluating safety culture, creating safer working environ- ment, strengthening safety capabilities. worksites received certification health safety management sys- tem, best ensure safety workplace evaluating worksites potential risks dangers.",workplace safety management part commitment achieving worldclass safety cul ture operating companywide safety management index evaluating safety culture creating safer working environ ment strengthening safety capabilities worksites received certification health safety management sys tem best ensure safety workplace evaluating worksites potential risks dangers, workplac safeti manag part commit achiev worldclass safeti cul ture oper companywid safeti manag index evalu safeti cultur creat safer work environ ment strengthen safeti capabl worksit receiv certif health safeti manag sy tem best ensur safeti workplac evalu worksit potenti risk danger ,1,4,1,5,0,7,2,5
424,424,"star session process support employees design career path growth. star session offers variety development opportunities encompassing career aca- demic training programs including mba degrees, academic training, expert training customized depending participants career stage development needs.",star session process support employees design career path growth star session offers variety development opportunities encompassing career aca demic training programs including mba degrees academic training expert training customized depending participants career stage development needs, star session process support employe design career path growth star session offer varieti develop opportun encompass career aca demic train program includ mba degre academ train expert train custom depend particip career stage develop need ,1,4,4,3,4,7,1,0
446,446,samsung electronics well answered employees company always striving create new original products reflect latest technology trends. samsung electronics globally renowned brand tre- mendous opportunities work talented smart colleagues here. samsung electronics always supports employees' creativity innovative ways.,samsung electronics well answered employees company always striving create new original products reflect latest technology trends samsung electronics globally renowned brand tre mendous opportunities work talented smart colleagues here samsung electronics always supports employees creativity innovative ways, samsung electron well answer employe compani alway strive creat new origin product reflect latest technolog trend samsung electron global renown brand tre mendou opportun work talent smart colleagu here samsung electron alway support employe creativ innov way ,3,4,3,5,0,5,7,5
2,2,reporting scope report covers global worksites supply chains. financial performance data based upon consolidated k-ifrs accounting standards. environmental performance worksites based upon data collected 37 global production subsidiaries.,reporting scope report covers global worksites supply chains financial performance data based upon consolidated kifrs accounting standards environmental performance worksites based upon data collected 37 global production subsidiaries, report scope report cover global worksit suppli chain financi perform data base upon consolid kifr account standard environment perform worksit base upon data collect 37 global product subsidiari ,1,4,3,5,4,7,7,5
52,52,"health safety employees remain top priority. since early stages covid-19 outbreak, operated dedicated 24-hour team responding public health authorities announce- ments remedial measures country. also providing transparent updates employees impacts covid-19, including worksites' situation reactive measures. covid- 19 impacted us, adapted new work environment support safety well-being employees suppliers. aim establish safe efficient work environment minimizing disruption faced consumers accessing products services.",health safety employees remain top priority since early stages covid19 outbreak operated dedicated 24hour team responding public health authorities announce ments remedial measures country also providing transparent updates employees impacts covid19 including worksites situation reactive measures covid 19 impacted us adapted new work environment support safety wellbeing employees suppliers aim establish safe efficient work environment minimizing disruption faced consumers accessing products services, health safeti employe remain top prioriti sinc earli stage covid19 outbreak oper dedic 24hour team respond public health author announc ment remedi measur countri also provid transpar updat employe impact covid19 includ worksit situat reactiv measur covid 19 impact us adapt new work environ support safeti wellb employe supplier aim establish safe effici work environ minim disrupt face consum access product servic ,1,4,1,0,4,7,2,3
483,483,"12.6. encourage companies, especially large transnational companies, adopt sustainable practices integrate sustainability information reporting cycle",126 encourage companies especially large transnational companies adopt sustainable practices integrate sustainability information reporting cycle, 126 encourag compani especi larg transnat compani adopt sustain practic integr sustain inform report cycl ,3,4,1,5,0,5,2,5
458,458,"enhancing safety capabilities professionalization risk assessment semiconductor division operates training course risk assessment masters enhance safety-related risk evalua- tion capability. course divided two programs; work-re- lated risks work process-related risks. first program covers theoretical training discover risk factors using videos, case-based evaluation improvement environmental safety training, third-party assessment consisting oper- ational practitioners, environmental safety officers, external experts. work process-related risk course consists case stud- ies related 60 major facilities, uses fab/infra best sam- ple, hazop what-if evaluation tools. 2019, total 1,230 people (1,070 employees samsung electronics 160 suppli- ers) earned title risk assessment masters. 2020, plan provide additional training follow in-depth course detecting complex risk factors show superior per- formance.",enhancing safety capabilities professionalization risk assessment semiconductor division operates training course risk assessment masters enhance safetyrelated risk evalua tion capability course divided two programs workre lated risks work processrelated risks first program covers theoretical training discover risk factors using videos casebased evaluation improvement environmental safety training thirdparty assessment consisting oper ational practitioners environmental safety officers external experts work processrelated risk course consists case stud ies related 60 major facilities uses fabinfra best sam ple hazop whatif evaluation tools 2019 total 1230 people 1070 employees samsung electronics 160 suppli ers earned title risk assessment masters 2020 plan provide additional training follow indepth course detecting complex risk factors show superior per formance, enhanc safeti capabl profession risk assess semiconductor divis oper train cours risk assess master enhanc safetyrel risk evalua tion capabl cours divid two program workr late risk work processrel risk first program cover theoret train discov risk factor use video casebas evalu improv environment safeti train thirdparti assess consist oper ation practition environment safeti offic extern expert work processrel risk cours consist case stud i relat 60 major facil use fabinfra best sam ple hazop whatif evalu tool 2019 total 1230 peopl 1070 employe samsung electron 160 suppli er earn titl risk assess master 2020 plan provid addit train follow indepth cours detect complex risk factor show superior per formanc ,1,4,3,2,4,7,7,8
11,11,people value people strong belief company people philosophy providing opportunities perform full potential.,people value people strong belief company people philosophy providing opportunities perform full potential, peopl valu peopl strong belief compani peopl philosophi provid opportun perform full potenti ,1,4,9,0,4,7,2,3
360,360,"samsung dream class south korea launched 2012, samsung dream class program undergraduate mentors teach english, math, computer soft- ware middle school students lack access educational resources. aim improve academic performance three types programs, including weekday, weekend classes camps vacation. far 80,000 students 22,000 undergraduate students participated samsung dream class. since launch program, 100 par- ticipating students returned program mentors middle school students, creating virtuous cycle. 2019, 7,900 middle school students, 2,300 undergraduate mentors 44 employees participated.",samsung dream class south korea launched 2012 samsung dream class program undergraduate mentors teach english math computer soft ware middle school students lack access educational resources aim improve academic performance three types programs including weekday weekend classes camps vacation far 80000 students 22000 undergraduate students participated samsung dream class since launch program 100 par ticipating students returned program mentors middle school students creating virtuous cycle 2019 7900 middle school students 2300 undergraduate mentors 44 employees participated, samsung dream class south korea launch 2012 samsung dream class program undergradu mentor teach english math comput soft ware middl school student lack access educ resourc aim improv academ perform three type program includ weekday weekend class camp vacat far 80000 student 22000 undergradu student particip samsung dream class sinc launch program 100 par ticip student return program mentor middl school student creat virtuou cycl 2019 7900 middl school student 2300 undergradu mentor 44 employe particip ,1,4,1,5,4,7,2,5
664,664,"4) reported greenhouse gas emission purchased electricity, process emission fluorinated gas use lng consumption take 99% total emission. activity data emission sources checked objective evidence provided supplier therefore kfq could confirm activity data valid itself.",4 reported greenhouse gas emission purchased electricity process emission fluorinated gas use lng consumption take 99 total emission activity data emission sources checked objective evidence provided supplier therefore kfq could confirm activity data valid itself, 4 report greenhous ga emiss purchas electr process emiss fluorin ga use lng consumpt take 99 total emiss activ data emiss sourc check object evid provid supplier therefor kfq could confirm activ data valid itself ,1,4,1,5,0,7,2,5
480,480,"8.3. promote development-oriented policies support productive activities, decent job creation, entrepreneurship, creativity innovation, encourage formalization growth micro-, small- medium-sized enterprises, including access financial services",83 promote developmentoriented policies support productive activities decent job creation entrepreneurship creativity innovation encourage formalization growth micro small mediumsized enterprises including access financial services, 83 promot developmentori polici support product activ decent job creation entrepreneurship creativ innov encourag formal growth micro small mediums enterpris includ access financi servic ,1,4,9,0,4,7,5,3
666,666,"6) except unconsidered emission source samsung electronics co., ltd., greenhouse gas inventory guideline, material error, omission insignificant issues found 2019 samsung electronics co., ltd., greenhouse gas emission report.",6 except unconsidered emission source samsung electronics co ltd greenhouse gas inventory guideline material error omission insignificant issues found 2019 samsung electronics co ltd greenhouse gas emission report, 6 except unconsid emiss sourc samsung electron co ltd greenhous ga inventori guidelin materi error omiss insignific issu found 2019 samsung electron co ltd greenhous ga emiss report ,1,4,0,8,4,7,8,1
29,29,"mobile communications business global mobile industry market leader, strive provide new differenti- ated user experiences innovations purpose. proud heritage decade galaxy research development created innovative technologies foldable smartphones, galaxy 5g, internet things, well samsung knox, samsung pay, samsung health bixby. building technologies, smartphones, wearable devices, tablets pcs create new product categories, launching new era mobile functionality remarkable user experiences push industry forward.",mobile communications business global mobile industry market leader strive provide new differenti ated user experiences innovations purpose proud heritage decade galaxy research development created innovative technologies foldable smartphones galaxy 5g internet things well samsung knox samsung pay samsung health bixby building technologies smartphones wearable devices tablets pcs create new product categories launching new era mobile functionality remarkable user experiences push industry forward, mobil commun busi global mobil industri market leader strive provid new differenti ate user experi innov purpos proud heritag decad galaxi research develop creat innov technolog foldabl smartphon galaxi 5g internet thing well samsung knox samsung pay samsung health bixbi build technolog smartphon wearabl devic tablet pc creat new product categori launch new era mobil function remark user experi push industri forward ,1,4,1,5,4,7,2,5
28,28,"reduction greenhouse gas emissions: replaced lead-acid batteries industry's first li-ion battery, filled high-efficiency material",reduction greenhouse gas emissions replaced leadacid batteries industrys first liion battery filled highefficiency material, reduct greenhous ga emiss replac leadacid batteri industri first liion batteri fill higheffici materi ,1,4,4,3,4,7,1,0
23,23,reduction greenhouse gas emissions: developed applied eco-conscious technology save energy maintaining performance grande ai washer,reduction greenhouse gas emissions developed applied ecoconscious technology save energy maintaining performance grande ai washer, reduct greenhous ga emiss develop appli ecoconsci technolog save energi maintain perform grand ai washer ,1,4,4,9,4,7,5,0
353,353,"samsung oneweek samsung oneweek international employee volunteer pro- gram, work collaboratively local communi- ties support young people providing education programs address unique needs. since launched 2010, 2,000 employees 59 teams volunteered help 10,000 participants 30 countries. 2019, around 200 employ- ees participated customized education programs cambodia, kazakhstan, indonesia, thailand, nepal, hungary one week.",samsung oneweek samsung oneweek international employee volunteer pro gram work collaboratively local communi ties support young people providing education programs address unique needs since launched 2010 2000 employees 59 teams volunteered help 10000 participants 30 countries 2019 around 200 employ ees participated customized education programs cambodia kazakhstan indonesia thailand nepal hungary one week, samsung oneweek samsung oneweek intern employe volunt pro gram work collabor local communi tie support young peopl provid educ program address uniqu need sinc launch 2010 2000 employe 59 team volunt help 10000 particip 30 countri 2019 around 200 employ ee particip custom educ program cambodia kazakhstan indonesia thailand nepal hungari one week ,1,4,9,0,0,7,2,3
473,473,"review optimum management process analyzing hazardousness danger environment, health safety (ehs)",review optimum management process analyzing hazardousness danger environment health safety ehs, review optimum manag process analyz hazard danger environ health safeti eh ,1,4,0,8,0,7,1,1
20,20,expanded resource recycling: applied upcycling design revamp tv packaging boxes small furniture pet use,expanded resource recycling applied upcycling design revamp tv packaging boxes small furniture pet use, expand resourc recycl appli upcycl design revamp tv packag box small furnitur pet use ,1,4,9,0,4,7,5,3
388,388,"also provide mentorship program patent registra- tion, consultation starting new business experts, r&d exchange opportunities researchers industry experts.",also provide mentorship program patent registra tion consultation starting new business experts rd exchange opportunities researchers industry experts, also provid mentorship program patent registra tion consult start new busi expert rd exchang opportun research industri expert ,1,4,9,9,4,7,5,0
391,391,"accessibility products, content, services built around human-centered philosophy recognizes diversity embraces difference. seek technological innovation allow equal convenient access products services consumers. apply 4c acces- sibility design principles development products services. using principles, developed accessibility user experi- ence (ux) design guidelines monitor accessibility principles intuitively followed.",accessibility products content services built around humancentered philosophy recognizes diversity embraces difference seek technological innovation allow equal convenient access products services consumers apply 4c acces sibility design principles development products services using principles developed accessibility user experi ence ux design guidelines monitor accessibility principles intuitively followed, access product content servic built around humancent philosophi recogn divers embrac differ seek technolog innov allow equal conveni access product servic consum appli 4c acc sibil design principl develop product servic use principl develop access user experi enc ux design guidelin monitor access principl intuit follow ,1,4,3,2,4,7,7,8
392,392,"provide basic accessibility device use improve voice feedback ensure features enhance users' awareness surroundings walking allow users enjoy pleasant experiences movies, music, games",provide basic accessibility device use improve voice feedback ensure features enhance users awareness surroundings walking allow users enjoy pleasant experiences movies music games, provid basic access devic use improv voic feedback ensur featur enhanc user awar surround walk allow user enjoy pleasant experi movi music game ,1,4,1,5,0,7,2,5
393,393,enable smooth communication full expression feelings facilitate communication text messages ensure features enhance users' awareness surroundings provide feedback accessing information devices,enable smooth communication full expression feelings facilitate communication text messages ensure features enhance users awareness surroundings provide feedback accessing information devices, enabl smooth commun full express feel facilit commun text messag ensur featur enhanc user awar surround provid feedback access inform devic ,1,4,9,0,4,7,2,3
468,468,"work environment improvement ergonomic line certification examine impact work environment employees' health conducting periodic manufacturing process analysis. end, operate ergonomic line certification system, used assess manufacturing process ergonomically, evaluate operation level calculating percentage. system, consists rapid entire body assessment (reba) analysis, manages status certification process, using global environment, health & safety (g-ehs) system. 2019, total 621 production lines analyzed, 74% rated ergonomically effective.",work environment improvement ergonomic line certification examine impact work environment employees health conducting periodic manufacturing process analysis end operate ergonomic line certification system used assess manufacturing process ergonomically evaluate operation level calculating percentage system consists rapid entire body assessment reba analysis manages status certification process using global environment health  safety gehs system 2019 total 621 production lines analyzed 74 rated ergonomically effective, work environ improv ergonom line certif examin impact work environ employe health conduct period manufactur process analysi end oper ergonom line certif system use assess manufactur process ergonom evalu oper level calcul percentag system consist rapid entir bodi assess reba analysi manag statu certif process use global environ health  safeti geh system 2019 total 621 product line analyz 74 rate ergonom effect ,1,4,9,0,4,7,2,3
467,467,"health promotion activities 3-care comprehensive management 3-care comprehensive management collaborative system environmental safety department, human resources team, department heads champion employee health. provide various health management programs face-to-face care company doctors, customized exercise programs, range healthy diet menus. addition, heads department hr team support employees, offering changes workload working conditions needed. boost solution adopted boost (burnout, obesity, overdrinking, smoking, take-care group) solution. provide comprehensive health improvement support groups employees least one high-risk factors. health campaigns samsung electronics constantly operating campaign employees encourage walking using samsung health applica- tion, healthy drinking culture, quitting smoking.",health promotion activities 3care comprehensive management 3care comprehensive management collaborative system environmental safety department human resources team department heads champion employee health provide various health management programs facetoface care company doctors customized exercise programs range healthy diet menus addition heads department hr team support employees offering changes workload working conditions needed boost solution adopted boost burnout obesity overdrinking smoking takecare group solution provide comprehensive health improvement support groups employees least one highrisk factors health campaigns samsung electronics constantly operating campaign employees encourage walking using samsung health applica tion healthy drinking culture quitting smoking, health promot activ 3care comprehens manag 3care comprehens manag collabor system environment safeti depart human resourc team depart head champion employe health provid variou health manag program facetofac care compani doctor custom exercis program rang healthi diet menu addit head depart hr team support employe offer chang workload work condit need boost solut adopt boost burnout obes overdrink smoke takecar group solut provid comprehens health improv support group employe least one highrisk factor health campaign samsung electron constantli oper campaign employe encourag walk use samsung health applica tion healthi drink cultur quit smoke ,1,4,1,0,4,7,2,3
500,500,"introduce high technologies owned south korean universities, research institutions, ventures smes help suppliers secure necessary technologies timely manner reflect technological need suppliers, regionally hold high technology forum (fundamental prior technology) business technology forum (commercialization mass-production technology) support technological cooperation commercialization sharing direction technological development well providing information governments r&d support projects executed six times 2019",introduce high technologies owned south korean universities research institutions ventures smes help suppliers secure necessary technologies timely manner reflect technological need suppliers regionally hold high technology forum fundamental prior technology business technology forum commercialization massproduction technology support technological cooperation commercialization sharing direction technological development well providing information governments rd support projects executed six times 2019, introduc high technolog own south korean univers research institut ventur sme help supplier secur necessari technolog time manner reflect technolog need supplier region hold high technolog forum fundament prior technolog busi technolog forum commerci massproduct technolog support technolog cooper commerci share direct technolog develop well provid inform govern rd support project execut six time 2019 ,1,4,3,2,0,7,3,2
397,397,"mobile mobile devices users carry use times require detailed accessibility features. samsung supporters program promotes co-creation using accessibility design principles communicate users disabilities enhance expe- rience. samsung supporters participate development phase mobile products increase product accessibility contrib- ute development new designs functions. example, galaxy s20 includes variety additional functionality help users. include ability pair hearing aid device via low-power bluetooth; scene commentary visual aid; direct reading color detection function; function prevent repeated key input; fixed key feature users physical disabilities. holding galaxy accessibility brief- ing every year since 2013 people disabilities families. 2014, hosted smart angels program educates visually impaired people smartphone use.",mobile mobile devices users carry use times require detailed accessibility features samsung supporters program promotes cocreation using accessibility design principles communicate users disabilities enhance expe rience samsung supporters participate development phase mobile products increase product accessibility contrib ute development new designs functions example galaxy s20 includes variety additional functionality help users include ability pair hearing aid device via lowpower bluetooth scene commentary visual aid direct reading color detection function function prevent repeated key input fixed key feature users physical disabilities holding galaxy accessibility brief ing every year since 2013 people disabilities families 2014 hosted smart angels program educates visually impaired people smartphone use, mobil mobil devic user carri use time requir detail access featur samsung support program promot cocreat use access design principl commun user disabl enhanc exp rienc samsung support particip develop phase mobil product increas product access contrib ute develop new design function exampl galaxi s20 includ varieti addit function help user includ abil pair hear aid devic via lowpow bluetooth scene commentari visual aid direct read color detect function function prevent repeat key input fix key featur user physic disabl hold galaxi access brief ing everi year sinc 2013 peopl disabl famili 2014 host smart angel program educ visual impair peopl smartphon use ,1,4,9,0,0,7,2,3
465,465,"employee health management health management system stresses importance pro- moting good health, improving work environment, disease prevention. among many activities, conduct periodic employee health checks, measure harmful factors work environment, operate in-house health clinic.",employee health management health management system stresses importance pro moting good health improving work environment disease prevention among many activities conduct periodic employee health checks measure harmful factors work environment operate inhouse health clinic, employe health manag health manag system stress import pro mote good health improv work environ diseas prevent among mani activ conduct period employe health check measur harm factor work environ oper inhous health clinic ,1,4,3,5,4,7,7,5
462,462,"health safety support suppliers 2019, ds division opened ds division ehs academy suppli- ers, environmental safety training center suppliers, ran total 24 courses. included two statutory training courses, seven certification-related training courses, fifteen capability enhancement training courses. around 160,000 employees suppliers completed courses 2019.",health safety support suppliers 2019 ds division opened ds division ehs academy suppli ers environmental safety training center suppliers ran total 24 courses included two statutory training courses seven certificationrelated training courses fifteen capability enhancement training courses around 160000 employees suppliers completed courses 2019, health safeti support supplier 2019 ds divis open ds divis eh academi suppli er environment safeti train center supplier ran total 24 cours includ two statutori train cours seven certificationrel train cours fifteen capabl enhanc train cours around 160000 employe supplier complet cours 2019 ,1,4,4,9,4,7,5,0
505,505,"established separate organization 2014 supports ehs management suppliers provide various programs including incubation ehs modeling suppliers, ehs consultation, improvement activities suppliers handle chemicals high concern",established separate organization 2014 supports ehs management suppliers provide various programs including incubation ehs modeling suppliers ehs consultation improvement activities suppliers handle chemicals high concern, establish separ organ 2014 support eh manag supplier provid variou program includ incub eh model supplier eh consult improv activ supplier handl chemic high concern ,1,4,0,3,0,7,1,1
34,34,reduction resource use: reduced size new 5g base stations 26% compared previous 5g base stations,reduction resource use reduced size new 5g base stations 26 compared previous 5g base stations, reduct resourc use reduc size new 5g base station 26 compar previou 5g base station ,1,4,4,3,0,7,1,0
27,27,"continue innovate integrating various technologies medical imaging equipment. recently, applied ai technology image/signal processing tech- nology, automatic lung nodule detection function, equipment development improve accuracy diagnosis. addition, developed smart center function connects several digital x-ray devices network check status equipment use real time facilitate quick maintenance.",continue innovate integrating various technologies medical imaging equipment recently applied ai technology imagesignal processing tech nology automatic lung nodule detection function equipment development improve accuracy diagnosis addition developed smart center function connects several digital xray devices network check status equipment use real time facilitate quick maintenance, continu innov integr variou technolog medic imag equip recent appli ai technolog imagesign process tech nolog automat lung nodul detect function equip develop improv accuraci diagnosi addit develop smart center function connect sever digit xray devic network check statu equip use real time facilit quick mainten ,1,4,4,3,0,7,1,0
531,531,"reasonable due diligence verification survey results internal review data submitted suppliers, con- ducted on-site audits 225 global suppliers needed checkups verified reliability data operation conflict mineral-related policies. addition, provided addi- tional training suppliers needed improvement. footnote: 1) audit prioritized companies newly registered preceding year, ones received poor ratings preceding year, ones sub- mitted erroneous information pertinent year",reasonable due diligence verification survey results internal review data submitted suppliers con ducted onsite audits 225 global suppliers needed checkups verified reliability data operation conflict mineralrelated policies addition provided addi tional training suppliers needed improvement footnote 1 audit prioritized companies newly registered preceding year ones received poor ratings preceding year ones sub mitted erroneous information pertinent year, reason due dilig verif survey result intern review data submit supplier con duct onsit audit 225 global supplier need checkup verifi reliabl data oper conflict mineralrel polici addit provid addi tional train supplier need improv footnot 1 audit priorit compani newli regist preced year one receiv poor rate preced year one sub mit erron inform pertin year ,1,4,1,0,0,7,2,3
323,323,"customer satisfaction survey conducted periodic customer satisfaction surveys since 1994 share results relevant departments. using results, making improvements areas customers less satisfied with.",customer satisfaction survey conducted periodic customer satisfaction surveys since 1994 share results relevant departments using results making improvements areas customers less satisfied with, custom satisfact survey conduct period custom satisfact survey sinc 1994 share result relev depart use result make improv area custom less satisfi with ,3,4,0,3,0,5,1,1
219,219,"deliberates decides matters related business management, finance matters delegated board directors",deliberates decides matters related business management finance matters delegated board directors, deliber decid matter relat busi manag financ matter deleg board director ,1,4,1,5,4,7,2,5
572,572,"five circular economy principlesthe expansion use recycled materials, product durability improvement, compact product packaging, reduction use virgin natural resources, extension product life span/use. continue strive minimize environmental footprint recycling reuse resources.",five circular economy principlesthe expansion use recycled materials product durability improvement compact product packaging reduction use virgin natural resources extension product life spanuse continue strive minimize environmental footprint recycling reuse resources, five circular economi principlesth expans use recycl materi product durabl improv compact product packag reduct use virgin natur resourc extens product life spanus continu strive minim environment footprint recycl reus resourc ,1,4,1,0,0,7,2,3
124,124,"[goal 15] protect, restore promote sustainable use terrestrial ecosystems, sustainably manage forests, combat desertification, halt reverse land degradation halt biodiversity loss",goal 15 protect restore promote sustainable use terrestrial ecosystems sustainably manage forests combat desertification halt reverse land degradation halt biodiversity loss, goal 15 protect restor promot sustain use terrestri ecosystem sustain manag forest combat desertif halt revers land degrad halt biodivers loss ,1,4,4,9,0,7,5,0
227,227,contribution made community chest korea fulfill corporate social responsibilities help marginalized.,contribution made community chest korea fulfill corporate social responsibilities help marginalized, contribut made commun chest korea fulfil corpor social respons help margin ,1,4,3,2,4,7,7,8
618,618,2) (total online & offline training hours total no. employees) 3) scope data collection: employees south korea 4) total training expenditure total no. employees south korea,2 total online  offline training hours total no employees 3 scope data collection employees south korea 4 total training expenditure total no employees south korea, 2 total onlin  offlin train hour total no employe 3 scope data collect employe south korea 4 total train expenditur total no employe south korea ,1,4,3,2,0,7,3,8
570,570,strive improve accessibility devices technology allow consumers benefit equally cutting-edge technology. also comply international laws regulations related cybersecurity protect consumers' basic rights maintain world-class security products services.,strive improve accessibility devices technology allow consumers benefit equally cuttingedge technology also comply international laws regulations related cybersecurity protect consumers basic rights maintain worldclass security products services, strive improv access devic technolog allow consum benefit equal cuttingedg technolog also compli intern law regul relat cybersecur protect consum basic right maintain worldclass secur product servic ,3,4,9,0,0,5,5,3
569,569,c-lab (creative lab) smart factory support program 505 companies (june 2018 june 2019),clab creative lab smart factory support program 505 companies june 2018 june 2019, clab creativ lab smart factori support program 505 compani june 2018 june 2019 ,1,4,4,3,0,7,1,0
232,232,"3 follow-up management analysis root cause issues, countermeasures preemptive measures education training",3 followup management analysis root cause issues countermeasures preemptive measures education training, 3 followup manag analysi root caus issu countermeasur preemptiv measur educ train ,1,4,9,0,4,7,5,3
