,index,removed_stopword,removed_punctuation,Updated,topic,NMF labels
131,131,"must bit wuss, soup tastes imagine fire might taste. typically like spicy food good flavor. find case soup. flavor killed burn.",must bit wuss soup tastes imagine fire might taste typically like spicy food good flavor find case soup flavor killed burn, must bit wuss soup tast imagin fire might tast typic like spici food good flavor find case soup flavor kill burn ,1,1
135,135,"love flavor ramen! eat flavors anymore taste bland comparison. convenience delivered home (i prime, get two days pay shipping), price amazon bad all, still cheaper run pick case grocery store.",love flavor ramen eat flavors anymore taste bland comparison convenience delivered home i prime get two days pay shipping price amazon bad all still cheaper run pick case grocery store, love flavor ramen eat flavor anymor tast bland comparison conveni deliv home i prime get two day pay ship price amazon bad all still cheaper run pick case groceri store ,1,1
169,169,"item fine, banana heads like banana runts alot smaller. also received item, packaging great. banana heads come open shipping packing envelope.",item fine banana heads like banana runts alot smaller also received item packaging great banana heads come open shipping packing envelope, item fine banana head like banana runt alot smaller also receiv item packag great banana head come open ship pack envelop ,1,1
168,168,"besides smaller runts, look consistency. unfortunately, taste nothing like banana runts...nor even taste good. yucky stuff. trying return vendor.",besides smaller runts look consistency unfortunately taste nothing like banana runtsnor even taste good yucky stuff trying return vendor, besid smaller runt look consist unfortun tast noth like banana runtsnor even tast good yucki stuff tri return vendor ,1,1
166,166,"used moroccan recipes, syrup brilliant mixed beverage swirled topping sliced oranges soaked orange water. wonderful, wonderful stuff!",used moroccan recipes syrup brilliant mixed beverage swirled topping sliced oranges soaked orange water wonderful wonderful stuff, use moroccan recip syrup brilliant mix beverag swirl top slice orang soak orang water wonder wonder stuff ,1,1
165,165,"read pomegranate molasses try it! made anything yet, eaten little bit time wow decadent! dark, syrupy, sour, little sweet. dab forget dessert. really unique flavor pleasing metallic undertone. yum!! i'm going try making fesenjan next :-)",read pomegranate molasses try it made anything yet eaten little bit time wow decadent dark syrupy sour little sweet dab forget dessert really unique flavor pleasing metallic undertone yum im going try making fesenjan next , read pomegran molass tri it made anyth yet eaten littl bit time wow decad dark syrupi sour littl sweet dab forget dessert realli uniqu flavor pleas metal underton yum im go tri make fesenjan next  ,1,1
164,164,seriously product tasteless come. much better tasting products 100 calories better special k bar cookie snack pack. season combine something else share flavor.,seriously product tasteless come much better tasting products 100 calories better special k bar cookie snack pack season combine something else share flavor, serious product tasteless come much better tast product 100 calori better special k bar cooki snack pack season combin someth els share flavor ,1,1
163,163,"found much tastier plain tuna pouches there. excellent quality, need 'dress up'.<br /><br />i put micro 20% power 1 minute shazam!<br /><br />i believe little heating brings flavor.",found much tastier plain tuna pouches there excellent quality need dress upbr br i put micro 20 power 1 minute shazambr br i believe little heating brings flavor, found much tastier plain tuna pouch there excel qualiti need dress upbr br i put micro 20 power 1 minut shazambr br i believ littl heat bring flavor ,1,1
162,162,"i'm familiar safcol brand tuna addict, gave shot. tuna tastes like good quality found tomato basil flavor bit bland. better something plain pack punch hoping for. still great option low calorie, low fat meal.",im familiar safcol brand tuna addict gave shot tuna tastes like good quality found tomato basil flavor bit bland better something plain pack punch hoping for still great option low calorie low fat meal, im familiar safcol brand tuna addict gave shot tuna tast like good qualiti found tomato basil flavor bit bland better someth plain pack punch hope for still great option low calori low fat meal ,1,1
161,161,"always purchased star-kist tuna thought would try brand change pace. taste tuna pleasant, much basil spices me.",always purchased starkist tuna thought would try brand change pace taste tuna pleasant much basil spices me, alway purchas starkist tuna thought would tri brand chang pace tast tuna pleasant much basil spice me ,1,1
160,160,"best tasting tuna pack make opinion - make great go snack, really satisfying tomato",best tasting tuna pack make opinion  make great go snack really satisfying tomato, best tast tuna pack make opinion  make great go snack realli satisfi tomato ,1,1
159,159,i've never heard safcol brand tired trying typical pouches; starkist chicken sea. really surprised thought bit better brands less seasoning.,ive never heard safcol brand tired trying typical pouches starkist chicken sea really surprised thought bit better brands less seasoning, ive never heard safcol brand tire tri typic pouch starkist chicken sea realli surpris thought bit better brand less season ,1,1
158,158,"<span class=""tiny""> length:: 0:26 mins<br /><br /></span>the expiration date 21 months day bought product. tuna, tomato combination delicious. one many items re-order amazon every month so.<br />edit: added short video, see combination looks like.<br /><br />i wearing one headlamps, good job focusing tuna.<br />i film over, look like many people view product anyway.",span class=tiny length 026 minsbr br spanthe expiration date 21 months day bought product tuna tomato combination delicious one many items reorder amazon every month sobr edit added short video see combination looks likebr br i wearing one headlamps good job focusing tunabr i film over look like many people view product anyway, span class=tini length 026 minsbr br spanth expir date 21 month day bought product tuna tomato combin delici one mani item reorder amazon everi month sobr edit ad short video see combin look likebr br i wear one headlamp good job focus tunabr i film over look like mani peopl view product anyway ,1,1
155,155,"went 4 grocery stores looking flavor jello green tomato jam recipe finally found here. jello wonderful! evidently carried stores summer harvest time fall, find anywhere town. jello tastes like watermelon jam recipe made takes like watermelon jam! great made regular jello too. yummy!",went 4 grocery stores looking flavor jello green tomato jam recipe finally found here jello wonderful evidently carried stores summer harvest time fall find anywhere town jello tastes like watermelon jam recipe made takes like watermelon jam great made regular jello too yummy, went 4 groceri store look flavor jello green tomato jam recip final found here jello wonder evid carri store summer harvest time fall find anywher town jello tast like watermelon jam recip made take like watermelon jam great made regular jello too yummi ,1,1
154,154,awesome!!! yummy flavor got healthy alternative desserts normally eat glad many things jello desserts still taste good good you. definitentally purchasing product flavor wonderful.,awesome yummy flavor got healthy alternative desserts normally eat glad many things jello desserts still taste good good you definitentally purchasing product flavor wonderful, awesom yummi flavor got healthi altern dessert normal eat glad mani thing jello dessert still tast good good you definitent purchas product flavor wonder ,1,1
153,153,"singles sell $2.50 - $3.36 store 1 box 24 singles. i'm sure amazon selling $9.99 box 24 singles. hazelnut coffee creamer favorite, truly good buy.",singles sell 250  336 store 1 box 24 singles im sure amazon selling 999 box 24 singles hazelnut coffee creamer favorite truly good buy, singl sell 250  336 store 1 box 24 singl im sure amazon sell 999 box 24 singl hazelnut coffe creamer favorit truli good buy ,1,1
152,152,got brother jorge cruise diet decided try one myself. actually tastes pretty good.,got brother jorge cruise diet decided try one myself actually tastes pretty good, got brother jorg cruis diet decid tri one myself actual tast pretti good ,1,1
151,151,works chicken fish beef pork. fast easy makes taste excellent. plus buying bulk 50% box stores,works chicken fish beef pork fast easy makes taste excellent plus buying bulk 50 box stores, work chicken fish beef pork fast easi make tast excel plu buy bulk 50 box store ,1,1
294,294,"purchased sale. terms energy provides, works, taste leaves something desired. tried mixing water make drinkable.",purchased sale terms energy provides works taste leaves something desired tried mixing water make drinkable, purchas sale term energi provid work tast leav someth desir tri mix water make drinkabl ,1,1
149,149,"best cornmeal. made regular cornbread hot water cornbread meal outstanding. also fried oysters meal, gave great texture flovor.",best cornmeal made regular cornbread hot water cornbread meal outstanding also fried oysters meal gave great texture flovor, best cornmeal made regular cornbread hot water cornbread meal outstand also fri oyster meal gave great textur flovor ,1,1
147,147,one best salsas found long time stay away variety pack. two come worth money.,one best salsas found long time stay away variety pack two come worth money, one best salsa found long time stay away varieti pack two come worth money ,1,1
146,146,"salsa smelled delicious, think probably - but, unfortunately, person, amazon, packer (there probably several) little ""stuffing"" work with, especially bottoms. therefore, bottoms broken three bottles. reached computer; told returns (cause food item). looked customer service tag; found ""none"" new face lift. seem proud new face lift but...they least place contact emergencies! like: buy lot ""stuff"" comes styrofoam boxes. never would ship things<br />especially salsa - cardboard box stripe large bubble wrap it. matter much carrier (fed ex) careful, going break somewhere along line. especially glass container! barbara l. s.",salsa smelled delicious think probably  but unfortunately person amazon packer there probably several little stuffing work with especially bottoms therefore bottoms broken three bottles reached computer told returns cause food item looked customer service tag found none new face lift seem proud new face lift butthey least place contact emergencies like buy lot stuff comes styrofoam boxes never would ship thingsbr especially salsa  cardboard box stripe large bubble wrap it matter much carrier fed ex careful going break somewhere along line especially glass container barbara l s, salsa smell delici think probabl  but unfortun person amazon packer there probabl sever littl stuf work with especi bottom therefor bottom broken three bottl reach comput told return caus food item look custom servic tag found none new face lift seem proud new face lift butthey least place contact emerg like buy lot stuff come styrofoam box never would ship thingsbr especi salsa  cardboard box stripe larg bubbl wrap it matter much carrier fed ex care go break somewher along line especi glass contain barbara l s ,1,1
145,145,"fan newman's pineapple salsa quite while, looking comparable salsa. one best tasting salsas i've ever had. daughters love too. like super chunky salsa berry mango nice smooth texture small mango pieces. salsa sweet, sweet enough although mild, nice little kick it. price, steal!",fan newmans pineapple salsa quite while looking comparable salsa one best tasting salsas ive ever had daughters love too like super chunky salsa berry mango nice smooth texture small mango pieces salsa sweet sweet enough although mild nice little kick it price steal, fan newman pineappl salsa quit while look compar salsa one best tast salsa ive ever had daughter love too like super chunki salsa berri mango nice smooth textur small mango piec salsa sweet sweet enough although mild nice littl kick it price steal ,1,1
144,144,"might mistaken, appears pieces bag reduced size. that, doubtlessly done make appear buyer got better deal, many pieces all. problem pieces certain size order enough flavor eating experience. is, use 2 3 pieces match old piece size; same.",might mistaken appears pieces bag reduced size that doubtlessly done make appear buyer got better deal many pieces all problem pieces certain size order enough flavor eating experience is use 2 3 pieces match old piece size same, might mistaken appear piec bag reduc size that doubtlessli done make appear buyer got better deal mani piec all problem piec certain size order enough flavor eat experi is use 2 3 piec match old piec size same ,1,1
143,143,"looking less messy version licorice children, sure try these! they're soft, easy chew, get hands sticky gross car, summer, beach, etc. love flavos sometimes mix chocolate nice snack! great item, great price too, highly recommend!",looking less messy version licorice children sure try these theyre soft easy chew get hands sticky gross car summer beach etc love flavos sometimes mix chocolate nice snack great item great price too highly recommend, look less messi version licoric children sure tri these theyr soft easi chew get hand sticki gross car summer beach etc love flavo sometim mix chocol nice snack great item great price too highli recommend ,1,1
142,142,"love these.........very tasty!!!!!!!!!!! infact, think addicted them.<br />buying packs 6 bags - reasonable going target getting bag. savings $1.00 bag. use subscribe save several product. love subscribe save!!!!!!!!!!!",love thesevery tasty infact think addicted thembr buying packs 6 bags  reasonable going target getting bag savings 100 bag use subscribe save several product love subscribe save, love theseveri tasti infact think addict thembr buy pack 6 bag  reason go target get bag save 100 bag use subscrib save sever product love subscrib save ,1,1
141,141,twizzlers brand licorice much better well known brand.<br />if get $2 $2.50 package free s/h good deal.<br />the black cherry good taste; strawberry taste delicate barely,twizzlers brand licorice much better well known brandbr if get 2 250 package free sh good dealbr the black cherry good taste strawberry taste delicate barely, twizzler brand licoric much better well known brandbr if get 2 250 packag free sh good dealbr the black cherri good tast strawberri tast delic bare ,1,1
140,140,bought office give people something sweet snack on. bite size easier people grab couple pieces rather entire licorice stick. complaint one bags broke open shipping.,bought office give people something sweet snack on bite size easier people grab couple pieces rather entire licorice stick complaint one bags broke open shipping, bought offic give peopl someth sweet snack on bite size easier peopl grab coupl piec rather entir licoric stick complaint one bag broke open ship ,1,1
139,139,"son acid reflux since birth every medication available improvement, older gentleman came work place told product automatically ordered him. really expecting better results 1000 things tried. surprise! heartburn symptoms since day 2 starting eating one piece ginger morning. eat anything actually enjoy it. product god send him. thank it!",son acid reflux since birth every medication available improvement older gentleman came work place told product automatically ordered him really expecting better results 1000 things tried surprise heartburn symptoms since day 2 starting eating one piece ginger morning eat anything actually enjoy it product god send him thank it, son acid reflux sinc birth everi medic avail improv older gentleman came work place told product automat order him realli expect better result 1000 thing tri surpris heartburn symptom sinc day 2 start eat one piec ginger morn eat anyth actual enjoy it product god send him thank it ,1,1
137,137,delicious. cannot get australian ginger live. compares favorably australian ginger i've purchased cities. enjoy without traveling.,delicious cannot get australian ginger live compares favorably australian ginger ive purchased cities enjoy without traveling, delici cannot get australian ginger live compar favor australian ginger ive purchas citi enjoy without travel ,1,1
136,136,"best investment i've ever made ginger. unbelievable! fibrous like real ginger, spicy kick it, perfect sugar - calms down. worth $40 5lbs it! i'll getting soon - use topper ginger cupcakes cookies :)",best investment ive ever made ginger unbelievable fibrous like real ginger spicy kick it perfect sugar  calms down worth 40 5lbs it ill getting soon  use topper ginger cupcakes cookies , best invest ive ever made ginger unbeliev fibrou like real ginger spici kick it perfect sugar  calm down worth 40 5lb it ill get soon  use topper ginger cupcak cooki  ,1,1
133,133,"got sale roughly 25 cents per cup, half price local grocery stores, plus rarely stock spicy flavors. things great snack office time constantly crunched sometimes can't escape real meal. one favorite flavors instant lunch back buy every time goes sale.",got sale roughly 25 cents per cup half price local grocery stores plus rarely stock spicy flavors things great snack office time constantly crunched sometimes cant escape real meal one favorite flavors instant lunch back buy every time goes sale, got sale roughli 25 cent per cup half price local groceri store plu rare stock spici flavor thing great snack offic time constantli crunch sometim cant escap real meal one favorit flavor instant lunch back buy everi time goe sale ,1,1
72,72,"ordered two two raspberry latice tarts directly fantasicakes website dinner party hosting. arrived fresh intact. good size. froze half later use. pastry lover best i've ever tasted. pastry soft, jam really good taste great. gone time. guests really impressed.",ordered two two raspberry latice tarts directly fantasicakes website dinner party hosting arrived fresh intact good size froze half later use pastry lover best ive ever tasted pastry soft jam really good taste great gone time guests really impressed, order two two raspberri latic tart directli fantasicak websit dinner parti host arriv fresh intact good size froze half later use pastri lover best ive ever tast pastri soft jam realli good tast great gone time guest realli impress ,1,1
71,71,"grape gummy bears hard find area. fact pretty much anyone talk grape gummy bears think i'm lying. bought 10lbs... : ) bears little bit bigger brands kind sour kick, nothing strong. love grape flavored candy/soda pretty good. another company makes grape gummy bears little bit better opinion, well worth price. like use gummy bears home made popsicles flavored sports drink. salt sports drink makes softer popsicles, gummy bears awesome frozen. delicious!",grape gummy bears hard find area fact pretty much anyone talk grape gummy bears think im lying bought 10lbs   bears little bit bigger brands kind sour kick nothing strong love grape flavored candysoda pretty good another company makes grape gummy bears little bit better opinion well worth price like use gummy bears home made popsicles flavored sports drink salt sports drink makes softer popsicles gummy bears awesome frozen delicious, grape gummi bear hard find area fact pretti much anyon talk grape gummi bear think im lie bought 10lb   bear littl bit bigger brand kind sour kick noth strong love grape flavor candysoda pretti good anoth compani make grape gummi bear littl bit better opinion well worth price like use gummi bear home made popsicl flavor sport drink salt sport drink make softer popsicl gummi bear awesom frozen delici ,1,1
70,70,"albanese gummi bears rings good tasty high quality. bears even little faces. local candy store type gummi stuff (bears, rings, snakes, balls, worms, whatever) $10/lb. twin packs 4.5 5 pound bags screaming deal far i'm concerned. i'm probably 50 pounds deep friggin' things. consumed!",albanese gummi bears rings good tasty high quality bears even little faces local candy store type gummi stuff bears rings snakes balls worms whatever 10lb twin packs 45 5 pound bags screaming deal far im concerned im probably 50 pounds deep friggin things consumed, albanes gummi bear ring good tasti high qualiti bear even littl face local candi store type gummi stuff bear ring snake ball worm whatev 10lb twin pack 45 5 pound bag scream deal far im concern im probabl 50 pound deep friggin thing consum ,1,1
33,33,"good instant oatmeal best oatmeal brand. uses cane sugar instead high fructouse corn syrup, better sweetness, doctors say form sugar better you. great cold morning time make mccann's steel cut oats. apple cinnamon best maple brown sugar regular good too. plus require doctoring actually tell three flavors apart.",good instant oatmeal best oatmeal brand uses cane sugar instead high fructouse corn syrup better sweetness doctors say form sugar better you great cold morning time make mccanns steel cut oats apple cinnamon best maple brown sugar regular good too plus require doctoring actually tell three flavors apart, good instant oatmeal best oatmeal brand use cane sugar instead high fructous corn syrup better sweet doctor say form sugar better you great cold morn time make mccann steel cut oat appl cinnamon best mapl brown sugar regular good too plu requir doctor actual tell three flavor apart ,1,1
32,32,"mccann's instant oatmeal great must oatmeal scrape together two three minutes prepare it. escaping fact, however, even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation. still, mccann's good gets instant oatmeal. even better organic, all-natural brands tried. varieties mccann's variety pack taste good. prepared microwave adding boiling water convenient extreme time issue.<br /><br />mccann's use actual cane sugar instead high fructose corn syrup helped decide buy product. real sugar tastes better harmful stuff. one thing like, though, mccann's use thickeners. oats plus water plus heat make creamy, tasty oatmeal without need guar gum. convenience product. maybe guar gum why, sitting bowl while, instant mccann's becomes thick gluey.",mccanns instant oatmeal great must oatmeal scrape together two three minutes prepare it escaping fact however even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation still mccanns good gets instant oatmeal even better organic allnatural brands tried varieties mccanns variety pack taste good prepared microwave adding boiling water convenient extreme time issuebr br mccanns use actual cane sugar instead high fructose corn syrup helped decide buy product real sugar tastes better harmful stuff one thing like though mccanns use thickeners oats plus water plus heat make creamy tasty oatmeal without need guar gum convenience product maybe guar gum why sitting bowl while instant mccanns becomes thick gluey, mccann instant oatmeal great must oatmeal scrape togeth two three minut prepar it escap fact howev even best instant oatmeal nowher near good even store brand oatmeal requir stovetop prepar still mccann good get instant oatmeal even better organ allnatur brand tri varieti mccann varieti pack tast good prepar microwav ad boil water conveni extrem time issuebr br mccann use actual cane sugar instead high fructos corn syrup help decid buy product real sugar tast better harm stuff one thing like though mccann use thicken oat plu water plu heat make creami tasti oatmeal without need guar gum conveni product mayb guar gum whi sit bowl while instant mccann becom thick gluey ,1,1
31,31,"offer great price great taste, thanks amazon selling product.<br /><br />staral",offer great price great taste thanks amazon selling productbr br staral, offer great price great tast thank amazon sell productbr br staral ,1,1
30,30,"never huge coffee fan. however, mother purchased little machine talked trying latte macciato. coffee shop better one like products, (as usually non-coffee drinker!).<br />the little dolche guesto machine super easy use prepares really good coffee/latte/cappuccino/etc less minute (if water heated up). would recommend dolce gusto anyone. good price i'am getting one myself! :)",never huge coffee fan however mother purchased little machine talked trying latte macciato coffee shop better one like products as usually noncoffee drinkerbr the little dolche guesto machine super easy use prepares really good coffeelattecappuccinoetc less minute if water heated up would recommend dolce gusto anyone good price iam getting one myself , never huge coffe fan howev mother purchas littl machin talk tri latt macciato coffe shop better one like product as usual noncoffe drinkerbr the littl dolch guesto machin super easi use prepar realli good coffeelattecappuccinoetc less minut if water heat up would recommend dolc gusto anyon good price iam get one myself  ,1,1
29,29,"know cactus tequila unique combination ingredients, flavour hot sauce makes one kind! picked bottle trip brought back home us totally blown away! realized simply find anywhere city bummed.<br /><br />now, magic internet, case sauce ecstatic it.<br /><br />if love hot sauce..i mean really love hot sauce, want sauce tastelessly burns throat, grab bottle tequila picante gourmet de inclan. realize taste it, never want use sauce.<br /><br />thank personal, incredible service!",know cactus tequila unique combination ingredients flavour hot sauce makes one kind picked bottle trip brought back home us totally blown away realized simply find anywhere city bummedbr br now magic internet case sauce ecstatic itbr br if love hot saucei mean really love hot sauce want sauce tastelessly burns throat grab bottle tequila picante gourmet de inclan realize taste it never want use saucebr br thank personal incredible service, know cactu tequila uniqu combin ingredi flavour hot sauc make one kind pick bottl trip brought back home us total blown away realiz simpli find anywher citi bummedbr br now magic internet case sauc ecstat itbr br if love hot saucei mean realli love hot sauc want sauc tastelessli burn throat grab bottl tequila picant gourmet de inclan realiz tast it never want use saucebr br thank person incred servic ,1,1
28,28,"got mum diabetic needs watch sugar intake, father simply chooses limit unnecessary sugar intake - one sweet tooth - loved toffees, would never guess they're sugar-free great eat pretty much guilt free! impressed i've ordered (w dark chocolate) take office i'll eat instead snacking sugary sweets.<br />these excellent!",got mum diabetic needs watch sugar intake father simply chooses limit unnecessary sugar intake  one sweet tooth  loved toffees would never guess theyre sugarfree great eat pretty much guilt free impressed ive ordered w dark chocolate take office ill eat instead snacking sugary sweetsbr these excellent, got mum diabet need watch sugar intak father simpli choos limit unnecessari sugar intak  one sweet tooth  love toffe would never guess theyr sugarfre great eat pretti much guilt free impress ive order w dark chocol take offic ill eat instead snack sugari sweetsbr these excel ,1,1
27,27,glad amazon carried batteries. hard time finding elsewhere unique size. need garage door opener.<br />great deal price.,glad amazon carried batteries hard time finding elsewhere unique size need garage door openerbr great deal price, glad amazon carri batteri hard time find elsewher uniqu size need garag door openerbr great deal price ,1,1
26,26,"candy red , flavor . plan chewy . would never buy",candy red  flavor  plan chewy  would never buy, candi red  flavor  plan chewi  would never buy ,1,1
25,25,"product received advertised.<br /><br /><a href=""http://www.amazon.com/gp/product/b001gvisjm"">twizzlers, strawberry, 16-ounce bags (pack 6)</a>",product received advertisedbr br a href=httpwwwamazoncomgpproductb001gvisjmtwizzlers strawberry 16ounce bags pack 6a, product receiv advertisedbr br a href=httpwwwamazoncomgpproductb001gvisjmtwizzl strawberri 16ounc bag pack 6a ,1,1
24,24,"lived us 7 yrs now, miss twizzlers!! go back visit someone visits me, always stock up. say yum!<br />sell mexico faithful buyer, often i'm able buy right now.",lived us 7 yrs now miss twizzlers go back visit someone visits me always stock up say yumbr sell mexico faithful buyer often im able buy right now, live us 7 yr now miss twizzler go back visit someon visit me alway stock up say yumbr sell mexico faith buyer often im abl buy right now ,1,1
23,23,love candy. weight watchers cut back still craving it.,love candy weight watchers cut back still craving it, love candi weight watcher cut back still crave it ,1,1
22,22,remember buying candy kid quality dropped years. still superb product disappointed with.,remember buying candy kid quality dropped years still superb product disappointed with, rememb buy candi kid qualiti drop year still superb product disappoint with ,1,1
21,21,"bought husband currently overseas. loves these, apparently staff likes also.<br />there generous amounts twizzlers 16-ounce bag, well worth price. <a href=""http://www.amazon.com/gp/product/b001gvisjm"">twizzlers, strawberry, 16-ounce bags (pack 6)</a>",bought husband currently overseas loves these apparently staff likes alsobr there generous amounts twizzlers 16ounce bag well worth price a href=httpwwwamazoncomgpproductb001gvisjmtwizzlers strawberry 16ounce bags pack 6a, bought husband current oversea love these appar staff like alsobr there gener amount twizzler 16ounc bag well worth price a href=httpwwwamazoncomgpproductb001gvisjmtwizzl strawberri 16ounc bag pack 6a ,1,1
20,20,"husband twizzlers addict. we've bought many times amazon we're government employees living overseas can't get country assigned to. they've always fresh tasty, packed well arrive timely manner.",husband twizzlers addict weve bought many times amazon were government employees living overseas cant get country assigned to theyve always fresh tasty packed well arrive timely manner, husband twizzler addict weve bought mani time amazon were govern employe live oversea cant get countri assign to theyv alway fresh tasti pack well arriv time manner ,1,1
19,19,candy delivered fast purchased reasonable price. home bound unable get store perfect me.,candy delivered fast purchased reasonable price home bound unable get store perfect me, candi deliv fast purchas reason price home bound unabl get store perfect me ,1,1
18,18,"twizzlers, strawberry childhood favorite candy, made lancaster pennsylvania & candies, inc. one oldest confectionery firms united states, subsidiary hershey company, company established 1845 young smylie, also make apple licorice twists, green color blue raspberry licorice twists, like all<br /><br />i keep dry cool place recommended put fridge. according guinness book records, longest licorice twist ever made measured 1.200 feet (370 m) weighted 100 pounds (45 kg) made & candies, inc. record-breaking twist became guinness world record july 19, 1998. product kosher! thank",twizzlers strawberry childhood favorite candy made lancaster pennsylvania  candies inc one oldest confectionery firms united states subsidiary hershey company company established 1845 young smylie also make apple licorice twists green color blue raspberry licorice twists like allbr br i keep dry cool place recommended put fridge according guinness book records longest licorice twist ever made measured 1200 feet 370 m weighted 100 pounds 45 kg made  candies inc recordbreaking twist became guinness world record july 19 1998 product kosher thank, twizzler strawberri childhood favorit candi made lancast pennsylvania  candi inc one oldest confectioneri firm unit state subsidiari hershey compani compani establish 1845 young smyli also make appl licoric twist green color blue raspberri licoric twist like allbr br i keep dri cool place recommend put fridg accord guin book record longest licoric twist ever made measur 1200 feet 370 m weight 100 pound 45 kg made  candi inc recordbreak twist becam guin world record juli 19 1998 product kosher thank ,1,1
17,17,satisfied twizzler purchase. shared others enjoyed them. definitely ordering more.,satisfied twizzler purchase shared others enjoyed them definitely ordering more, satisfi twizzler purchas share other enjoy them definit order more ,1,1
16,16,love eating good watching tv looking movies! sweet. like transfer zip lock baggie stay fresh take time eating them.,love eating good watching tv looking movies sweet like transfer zip lock baggie stay fresh take time eating them, love eat good watch tv look movi sweet like transfer zip lock baggi stay fresh take time eat them ,1,1
15,15,daughter loves twizzlers shipment six pounds really hit spot. exactly would expect...six packages strawberry twizzlers.,daughter loves twizzlers shipment six pounds really hit spot exactly would expectsix packages strawberry twizzlers, daughter love twizzler shipment six pound realli hit spot exactli would expectsix packag strawberri twizzler ,1,1
14,14,strawberry twizzlers guilty pleasure - yummy. six pounds around son i.,strawberry twizzlers guilty pleasure  yummy six pounds around son i, strawberri twizzler guilti pleasur  yummi six pound around son i ,1,1
13,13,good flavor! came securely packed... fresh delicious! love twizzlers!,good flavor came securely packed fresh delicious love twizzlers, good flavor came secur pack fresh delici love twizzler ,1,1
10,10,"know cactus tequila unique combination ingredients, flavour hot sauce makes one kind! picked bottle trip brought back home us totally blown away! realized simply find anywhere city bummed.<br /><br />now, magic internet, case sauce ecstatic it.<br /><br />if love hot sauce..i mean really love hot sauce, want sauce tastelessly burns throat, grab bottle tequila picante gourmet de inclan. realize taste it, never want use sauce.<br /><br />thank personal, incredible service!",know cactus tequila unique combination ingredients flavour hot sauce makes one kind picked bottle trip brought back home us totally blown away realized simply find anywhere city bummedbr br now magic internet case sauce ecstatic itbr br if love hot saucei mean really love hot sauce want sauce tastelessly burns throat grab bottle tequila picante gourmet de inclan realize taste it never want use saucebr br thank personal incredible service, know cactu tequila uniqu combin ingredi flavour hot sauc make one kind pick bottl trip brought back home us total blown away realiz simpli find anywher citi bummedbr br now magic internet case sauc ecstat itbr br if love hot saucei mean realli love hot sauc want sauc tastelessli burn throat grab bottl tequila picant gourmet de inclan realiz tast it never want use saucebr br thank person incred servic ,1,1
7,7,taffy good. soft chewy. flavors amazing. would definitely recommend buying it. satisfying!!,taffy good soft chewy flavors amazing would definitely recommend buying it satisfying, taffi good soft chewi flavor amaz would definit recommend buy it satisfi ,1,1
6,6,"saltwater taffy great flavors soft chewy. candy individually wrapped well. none candies stuck together, happen expensive version, fralinger's. would highly recommend candy! served beach-themed party everyone loved it!",saltwater taffy great flavors soft chewy candy individually wrapped well none candies stuck together happen expensive version fralingers would highly recommend candy served beachthemed party everyone loved it, saltwat taffi great flavor soft chewi candi individu wrap well none candi stuck togeth happen expens version fraling would highli recommend candi serv beachthem parti everyon love it ,1,1
5,5,"got wild hair taffy ordered five pound bag. taffy enjoyable many flavors: watermelon, root beer, melon, peppermint, grape, etc. complaint bit much red/black licorice-flavored pieces (just particular favorites). me, kids, husband, lasted two weeks! would recommend brand taffy -- delightful treat.",got wild hair taffy ordered five pound bag taffy enjoyable many flavors watermelon root beer melon peppermint grape etc complaint bit much redblack licoriceflavored pieces just particular favorites me kids husband lasted two weeks would recommend brand taffy  delightful treat, got wild hair taffi order five pound bag taffi enjoy mani flavor watermelon root beer melon peppermint grape etc complaint bit much redblack licoriceflavor piec just particular favorit me kid husband last two week would recommend brand taffi  delight treat ,1,1
4,4,"great taffy great price. wide assortment yummy taffy. delivery quick. taffy lover, deal.",great taffy great price wide assortment yummy taffy delivery quick taffy lover deal, great taffi great price wide assort yummi taffi deliveri quick taffi lover deal ,1,1
3,3,looking secret ingredient robitussin believe found it. got addition root beer extract ordered (which good) made cherry soda. flavor medicinal.,looking secret ingredient robitussin believe found it got addition root beer extract ordered which good made cherry soda flavor medicinal, look secret ingredi robitussin believ found it got addit root beer extract order which good made cherri soda flavor medicin ,1,1
2,2,"confection around centuries. light, pillowy citrus gelatin nuts - case filberts. cut tiny squares liberally coated powdered sugar. tiny mouthful heaven. chewy, flavorful. highly recommend yummy treat. familiar story c.s. lewis' ""the lion, witch, wardrobe"" - treat seduces edmund selling brother sisters witch.",confection around centuries light pillowy citrus gelatin nuts  case filberts cut tiny squares liberally coated powdered sugar tiny mouthful heaven chewy flavorful highly recommend yummy treat familiar story cs lewis the lion witch wardrobe  treat seduces edmund selling brother sisters witch, confect around centuri light pillowi citru gelatin nut  case filbert cut tini squar liber coat powder sugar tini mouth heaven chewi flavor highli recommend yummi treat familiar stori cs lewi the lion witch wardrob  treat seduc edmund sell brother sister witch ,1,1
1,1,"product arrived labeled jumbo salted peanuts...the peanuts actually small sized unsalted. sure error vendor intended represent product ""jumbo"".",product arrived labeled jumbo salted peanutsthe peanuts actually small sized unsalted sure error vendor intended represent product jumbo, product arriv label jumbo salt peanutsth peanut actual small size unsalt sure error vendor intend repres product jumbo ,1,1
